Country,State,ST,City,Longitude,Latitude,Store
USA,New York,NY,Rochester,-77.6278308,43.08645130000001,Tim Hortons
USA,New York,NY,Rochester,-77.74874,43.1060357,Tim Hortons
USA,New York,NY,Salamanca,-78.73612949999999,42.1579786,Tim Hortons
USA,New York,NY,Sanborn,-78.8834033,43.1430085,Tim Hortons
USA,New York,NY,Sanborn,-78.877364,43.1471493,Tim Hortons
USA,New York,NY,Spencerport,-77.80454329999999,43.1846614,Tim Hortons
USA,New York,NY,Springville,-78.69070479999999,42.4993292,Tim Hortons
USA,New York,NY,Staten Island,-74.088613,40.5903785,Tim Hortons
USA,New York,NY,Staten Island,-74.1627827,40.6068457,Tim Hortons
USA,New York,NY,Staten Island,-74.2343482,40.5163194,Tim Hortons
USA,New York,NY,Syracuse,-76.2267299,43.04910659999999,Tim Hortons
USA,New York,NY,Syracuse,-76.143682,43.1176118,Tim Hortons
USA,New York,NY,Tonawanda,-78.8822527,42.9962394,Tim Hortons
USA,New York,NY,Tonawanda,-78.85802919999999,42.97467,Tim Hortons
USA,New York,NY,Tonawanda,-78.8231833,42.9896144,Tim Hortons
USA,New York,NY,Tonawanda,-78.85345629999999,42.990331,Tim Hortons
USA,New York,NY,Tonawanda,-78.8837759,42.993002,Tim Hortons
USA,New York,NY,Tonawanda,-78.822762,43.0138879,Tim Hortons
USA,New York,NY,Tonawanda,-78.8361012,42.9803726,Tim Hortons
USA,New York,NY,Tonawanda,-78.8227431,43.0297734,Tim Hortons
USA,New York,NY,Tonawanda,-78.876279,43.002288,Tim Hortons
USA,New York,NY,Tonawanda,-78.8806805,43.0198587,Tim Hortons
USA,New York,NY,Tonawanda,-78.8551287,43.0019283,Tim Hortons
USA,New York,NY,Victor,-77.4177962,42.9868888,Tim Hortons
USA,New York,NY,Victor,-77.4137197,42.9990488,Tim Hortons
USA,New York,NY,Warsaw,-78.1315838,42.7601638,Tim Hortons
USA,New York,NY,Watertown,-75.9459444,43.9763882,Tim Hortons
USA,New York,NY,Watertown,-75.8745764,43.9582436,Tim Hortons
USA,New York,NY,Watertown,-75.9067189,43.979658,Tim Hortons
USA,New York,NY,Webster,-77.5043918,43.1876454,Tim Hortons
USA,New York,NY,Webster,-77.4751193,43.2046691,Tim Hortons
USA,New York,NY,West Henrietta,-77.71457939999999,43.0409157,Tim Hortons
USA,New York,NY,Henrietta,-77.6512451,43.05826820000001,Tim Hortons
USA,New York,NY,West Seneca,-78.7845248,42.82798409999999,Tim Hortons
USA,New York,NY,West Seneca,-78.7537665,42.84078909999999,Tim Hortons
USA,New York,NY,West Seneca,-78.6974008,42.8129253,Tim Hortons
USA,New York,NY,West Seneca,-78.7868115,42.87108550000001,Tim Hortons
USA,New York,NY,West Seneca,-78.78881460000001,42.83610789999999,Tim Hortons
USA,New York,NY,West Seneca,-78.7735987,42.8294112,Tim Hortons
USA,New York,NY,West Seneca,-78.7841473,42.8330199,Tim Hortons
USA,New York,NY,Westbury,-73.5889347,40.7473151,Tim Hortons
USA,New York,NY,White Plains,-73.7750239,41.0332677,Tim Hortons
USA,New York,NY,Williamsville,-78.7450747,42.9499522,Tim Hortons
USA,New York,NY,Williamsville,-78.7301425,42.9940125,Tim Hortons
USA,New York,NY,Williamsville,-78.6931906,42.9719318,Tim Hortons
USA,New York,NY,Williamsville,-78.7611139,42.9608764,Tim Hortons
USA,New York,NY,Williamsville,-78.73819379999999,42.9779169,Tim Hortons
USA,New York,NY,Williamsville,-78.7251945,42.965687,Tim Hortons
USA,New York,NY,Williamsville,-78.7228918,42.966299,Tim Hortons
USA,New York,NY,Williamsville,-78.69604439999999,42.9531599,Tim Hortons
USA,New York,NY,Williamsville,-78.697515,42.982768,Tim Hortons
USA,New York,NY,Williamsville,-78.7552934,42.9913713,Tim Hortons
USA,North Dakota,ND,Fargo,-96.857254,46.8614807,Tim Hortons
USA,North Dakota,ND,Fargo,-96.8633196,46.85013439999999,Tim Hortons
USA,North Dakota,ND,Grand Forks,-97.07067420000001,47.9318132,Tim Hortons
USA,North Dakota,ND,Grand Forks,-97.08754019999999,47.9138736,Tim Hortons
USA,North Dakota,ND,Minot,-101.2966058,48.2580233,Tim Hortons
USA,Ohio,OH,Amelia,-84.244288,39.0467288,Tim Hortons
USA,Ohio,OH,Ashland,-82.292993,40.8641971,Tim Hortons
USA,Ohio,OH,Athens,-82.0705476,39.3367226,Tim Hortons
USA,Ohio,OH,Beavercreek,-84.0569289,39.72623919999999,Tim Hortons
USA,Ohio,OH,Beavercreek,-84.10494419999999,39.6962595,Tim Hortons
USA,Ohio,OH,Bellefontaine,-83.7609707,40.3547444,Tim Hortons
USA,Ohio,OH,Bowling Green,-83.6319207,41.374187,Tim Hortons
USA,Ohio,OH,Bowling Green,-83.6284621,41.37418599999999,Tim Hortons
USA,Ohio,OH,Bucyrus,-82.9758803,40.8046044,Tim Hortons
USA,Ohio,OH,Calcutta,-80.5774124,40.6729787,Tim Hortons
USA,Ohio,OH,Cambridge,-81.5790717,40.0091499,Tim Hortons
USA,Ohio,OH,Canal Winchester,-82.8235205,39.9118173,Tim Hortons
USA,Ohio,OH,Canal Winchester,-82.8290043,39.8535677,Tim Hortons
USA,Ohio,OH,Centerville,-84.1099508,39.6585504,Tim Hortons
USA,Ohio,OH,Chillicothe,-82.9769951,39.3559582,Tim Hortons
USA,Ohio,OH,Chillicothe,-82.9513951,39.3376147,Tim Hortons
USA,Ohio,OH,Cincinnati,-84.5119215,39.1335294,Tim Hortons
USA,Ohio,OH,Cincinnati,-84.598247,39.25286210000001,Tim Hortons
USA,Ohio,OH,Circleville,-82.9538316,39.5827974,Tim Hortons
USA,Ohio,OH,Columbus,-83.0487861,39.973437,Tim Hortons
USA,Ohio,OH,Columbus,-83.0391456,39.9568976,Tim Hortons
USA,Ohio,OH,Columbus,-83.0263611,39.990708,Tim Hortons
USA,Ohio,OH,Columbus,-82.97061389999999,40.0597974,Tim Hortons
USA,Ohio,OH,Columbus,-83.00044439999999,39.9624612,Tim Hortons
USA,Ohio,OH,Columbus,-83.0063849,39.9693512,Tim Hortons
USA,Ohio,OH,Columbus,-82.9419118,39.94857409999999,Tim Hortons
USA,Ohio,OH,Columbus,-82.96245739999999,40.14564499999999,Tim Hortons
USA,Ohio,OH,Columbus,-82.9505549,40.110035,Tim Hortons
USA,Ohio,OH,Columbus,-82.87907779999999,39.9246535,Tim Hortons
USA,Ohio,OH,Columbus,-83.0884476,40.0652513,Tim Hortons
USA,Ohio,OH,Columbus,-83.01198749999999,40.0183874,Tim Hortons
USA,Ohio,OH,Columbus,-82.9111547,40.0315406,Tim Hortons
USA,Ohio,OH,Columbus,-82.9150676,39.9568899,Tim Hortons
USA,Ohio,OH,Columbus,-83.0116918,39.9691593,Tim Hortons
USA,Ohio,OH,Columbus,-82.96210669999999,40.0394523,Tim Hortons
USA,Ohio,OH,Columbus,-83.03429179999999,40.0306088,Tim Hortons
USA,Ohio,OH,Columbus,-82.9989751,39.8878292,Tim Hortons
USA,Ohio,OH,Columbus,-82.9886683,39.9577763,Tim Hortons
USA,Ohio,OH,Columbus,-83.0197266,40.0016447,Tim Hortons
USA,Ohio,OH,Columbus,-83.1131657,40.0015697,Tim Hortons
USA,Ohio,OH,Columbus,-83.127601,39.9517878,Tim Hortons
USA,Ohio,OH,Columbus,-82.9848108,39.951942,Tim Hortons
USA,Ohio,OH,Columbus,-82.86377039999999,40.0635592,Tim Hortons
USA,Ohio,OH,Columbus,-83.0183669,40.0742698,Tim Hortons
USA,Ohio,OH,Columbus,-83.0248064,40.0075992,Tim Hortons
USA,Ohio,OH,Columbus,-82.9505549,40.08629579999999,Tim Hortons
USA,Ohio,OH,Columbus,-82.8447097,39.9762323,Tim Hortons
USA,Ohio,OH,Columbus,-83.0937141,39.9556223,Tim Hortons
USA,Ohio,OH,Columbus,-83.0359908,39.9446788,Tim Hortons
USA,Ohio,OH,Columbus,-83.0904482,40.0974226,Tim Hortons
USA,Ohio,OH,Columbus,-82.82739269999999,39.9816849,Tim Hortons
USA,Ohio,OH,Columbus,-82.9960236,40.031535,Tim Hortons
USA,Ohio,OH,Columbus,-83.03930520000002,40.0626977,Tim Hortons
USA,Ohio,OH,Columbus,-83.1128513,39.93637289999999,Tim Hortons
USA,Ohio,OH,Columbus,-83.0216178,39.9570499,Tim Hortons
USA,Ohio,OH,Columbus,-83.01754849999999,40.1351806,Tim Hortons
USA,Ohio,OH,Columbus,-82.99328659999999,40.0872777,Tim Hortons
USA,Ohio,OH,Coshocton,-81.8691951,40.2747918,Tim Hortons
USA,Ohio,OH,Dayton,-84.06517389999999,39.7798465,Tim Hortons
USA,Ohio,OH,Dayton,-84.1909635,39.8192949,Tim Hortons
USA,Ohio,OH,Dayton,-84.2212909,39.6736833,Tim Hortons
USA,Ohio,OH,Dayton,-84.1573377,39.65960949999999,Tim Hortons
USA,Ohio,OH,Dayton,-84.19269349999999,39.8458671,Tim Hortons
USA,Ohio,OH,Dayton,-84.1533388,39.72457929999999,Tim Hortons
USA,Ohio,OH,Defiance,-84.3641038,41.284276,Tim Hortons
USA,Ohio,OH,Delaware,-83.0715809,40.2987304,Tim Hortons
USA,Ohio,OH,Dublin,-83.1606288,40.1037028,Tim Hortons
USA,Ohio,OH,Dublin,-83.0911568,40.1194085,Tim Hortons
USA,Ohio,OH,Englewood,-84.2871445,39.8634152,Tim Hortons
USA,Ohio,OH,Fairborn,-83.9926409,39.78464760000001,Tim Hortons
USA,Ohio,OH,Dayton,-84.06517389999999,39.7798465,Tim Hortons
USA,Ohio,OH,Findlay,-83.6706327,41.0601503,Tim Hortons
USA,Ohio,OH,Findlay,-83.6284421,41.0498706,Tim Hortons
USA,Ohio,OH,Fremont,-83.1235368,41.3518489,Tim Hortons
USA,Ohio,OH,Gahanna,-82.891058,40.018916,Tim Hortons
USA,Ohio,OH,Gahanna,-82.8666594,40.0102447,Tim Hortons
USA,Ohio,OH,Galion,-82.8032308,40.733827,Tim Hortons
USA,Ohio,OH,Grove City,-83.05927229999999,39.8781443,Tim Hortons
USA,Ohio,OH,Grove City,-83.0882683,39.8396214,Tim Hortons
USA,Ohio,OH,Grove City,-83.0841597,39.8939244,Tim Hortons
USA,Ohio,OH,Groveport,-82.8827706,39.8984164,Tim Hortons
USA,Ohio,OH,Heath,-82.44300969999999,40.02871529999999,Tim Hortons
USA,Ohio,OH,Hilliard,-83.1520646,39.988731,Tim Hortons
USA,Ohio,OH,Hilliard,-83.116748,40.030446,Tim Hortons
USA,Ohio,OH,Hilliard,-83.12860649999999,40.0321085,Tim Hortons
USA,Ohio,OH,Hilliard,-83.1400433,40.0028259,Tim Hortons
USA,Ohio,OH,Holland,-83.7120054,41.6097804,Tim Hortons
USA,Ohio,OH,Huber Heights,-84.102074,39.86631,Tim Hortons
USA,Ohio,OH,Lancaster,-82.5683923,39.7147939,Tim Hortons
USA,Ohio,OH,Lancaster,-82.60786270000001,39.7228661,Tim Hortons
USA,Ohio,OH,Lewis Center,-83.0197308,40.1594323,Tim Hortons
USA,Ohio,OH,Lima,-84.1508303,40.7631586,Tim Hortons
USA,Ohio,OH,Maineville,-84.21894859999999,39.3485576,Tim Hortons
USA,Ohio,OH,Mansfield,-82.4749796,40.7762252,Tim Hortons
USA,Ohio,OH,Ashland,-82.292993,40.8641971,Tim Hortons
USA,Ohio,OH,Marietta,-81.44509839999999,39.416727,Tim Hortons
USA,Ohio,OH,Marion,-83.093739,40.5806307,Tim Hortons
USA,Ohio,OH,Marysville,-83.3915,40.2409341,Tim Hortons
USA,Ohio,OH,Marysville,-83.35249429999999,40.2366515,Tim Hortons
USA,Ohio,OH,Maumee,-83.6683575,41.5856333,Tim Hortons
USA,Ohio,OH,Miamisburg,-84.240762899999993,39.6400111,Tim Hortons
USA,Ohio,OH,Monroe,-84.3957819,39.4443726,Tim Hortons
USA,Ohio,OH,Moraine,-84.2019529,39.7073211,Tim Hortons
USA,Ohio,OH,Mount Vernon,-82.4547541,40.401005,Tim Hortons
USA,Ohio,OH,New Albany,-82.82240510000001,40.0887936,Tim Hortons
USA,Ohio,OH,New Albany,-82.7959245,40.09005519999999,Tim Hortons
USA,Ohio,OH,Newark,-82.42908299999999,40.0745278,Tim Hortons
USA,Ohio,OH,Oregon,-83.4858996,41.6371099,Tim Hortons
USA,Ohio,OH,Oxford,-84.749152,39.5053083,Tim Hortons
USA,Ohio,OH,Pataskala,-82.671318,40.0033408,Tim Hortons
USA,Ohio,OH,Pickerington,-82.7786581,39.9086091,Tim Hortons
USA,Ohio,OH,Piqua,-84.24776779999999,40.1470812,Tim Hortons
USA,Ohio,OH,Plain City,-83.1889302,40.1084738,Tim Hortons
USA,Ohio,OH,Portsmouth,-82.9952388,38.7398884,Tim Hortons
USA,Ohio,OH,Powell,-83.08902289999999,40.1578622,Tim Hortons
USA,Ohio,OH,Reynoldsburg,-82.83095380000002,39.9362213,Tim Hortons
USA,Ohio,OH,Reynoldsburg,-82.8159648,39.9554143,Tim Hortons
USA,Ohio,OH,Riverside,-84.12951249999999,39.7968263,Tim Hortons
USA,Ohio,OH,Rossford,-83.55908289999999,41.5864637,Tim Hortons
USA,Ohio,OH,Salem,-80.8292584,40.9012821,Tim Hortons
USA,Ohio,OH,Sidney,-84.1751779,40.2882224,Tim Hortons
USA,Ohio,OH,South Bloomfield,-82.9864482,39.7183547,Tim Hortons
USA,Ohio,OH,Springboro,-84.2640529,39.5632102,Tim Hortons
USA,Ohio,OH,Springfield,-83.8356027,39.9282538,Tim Hortons
USA,Ohio,OH,Springfield,-83.8053951,39.9431033,Tim Hortons
USA,Ohio,OH,Springfield,-83.7793244,39.9236268,Tim Hortons
USA,Ohio,OH,Steubenville,-80.67870380000001,40.3747998,Tim Hortons
USA,Ohio,OH,Sunbury,-82.86833179999999,40.243296,Tim Hortons
USA,Ohio,OH,Sunbury,-82.931436,40.26594,Tim Hortons
USA,Ohio,OH,Sylvania,-83.6824187,41.7161047,Tim Hortons
USA,Ohio,OH,Tiffin,-83.2022825,41.1117684,Tim Hortons
USA,Ohio,OH,Toledo,-83.6652,41.6529751,Tim Hortons
USA,Ohio,OH,Toledo,-83.58806299999999,41.7064585,Tim Hortons
USA,Ohio,OH,Toledo,-83.6166965,41.611904,Tim Hortons
USA,Ohio,OH,Toledo,-83.62898179999999,41.691911,Tim Hortons
USA,Ohio,OH,Toledo,-83.6755235,41.6159524,Tim Hortons
USA,Ohio,OH,Toledo,-83.7061722,41.6742939,Tim Hortons
USA,Ohio,OH,Troy,-84.24512530000001,40.0573367,Tim Hortons
USA,Ohio,OH,Troy,-84.2095793,40.0419766,Tim Hortons
USA,Ohio,OH,Upper Arlington,-83.06625509999999,40.0532931,Tim Hortons
USA,Ohio,OH,Urbana,-83.7356684,40.1067345,Tim Hortons
USA,Ohio,OH,Washington Court House,-83.4451381,39.5328756,Tim Hortons
USA,Ohio,OH,Waverly,-82.9790318,39.1312531,Tim Hortons
USA,Ohio,OH,Westerville,-82.9381396,40.1473563,Tim Hortons
USA,Ohio,OH,Westerville,-82.8959943,40.0865936,Tim Hortons
USA,Ohio,OH,Westerville,-82.924398299999993,40.1075423,Tim Hortons
USA,Ohio,OH,Westerville,-82.9230173,40.1491126,Tim Hortons
USA,Ohio,OH,Whitehall,-82.89556160000001,39.9734975,Tim Hortons
USA,Ohio,OH,Xenia,-83.9403949,39.6843563,Tim Hortons
USA,Ohio,OH,Zanesville,-82.0190646,39.9814245,Tim Hortons
USA,Ohio,OH,Zanesville,-82.0190452,39.9044439,Tim Hortons
USA,Pennsylvania,PA,Allentown,-75.4725936,40.602362,Tim Hortons
USA,Pennsylvania,PA,Bradford,-78.61632399999999,41.97751,Tim Hortons
USA,Pennsylvania,PA,Corry,-79.64106559999999,41.9368888,Tim Hortons
USA,Pennsylvania,PA,Duncannon,-76.9823743,40.4476969,Tim Hortons
USA,Pennsylvania,PA,Edinboro,-80.1332848,41.8756932,Tim Hortons
USA,Pennsylvania,PA,Erie,-80.07675909999999,42.1247918,Tim Hortons
USA,Pennsylvania,PA,Erie,-80.1379649,42.1022375,Tim Hortons
USA,Pennsylvania,PA,Erie,-80.1350145,42.088572,Tim Hortons
USA,Pennsylvania,PA,Erie,-80.084887,42.0903071,Tim Hortons
USA,Pennsylvania,PA,Erie,-80.00160819999999,42.1475646,Tim Hortons
USA,Pennsylvania,PA,Erie,-79.97654399999999,42.116523,Tim Hortons
USA,Pennsylvania,PA,Erie,-80.08861189999999,42.0550418,Tim Hortons
USA,Pennsylvania,PA,Erie,-80.0397002,42.0688725,Tim Hortons
USA,Pennsylvania,PA,Erie,-80.0483623,42.1086803,Tim Hortons
USA,Pennsylvania,PA,Franklin,-79.8325507,41.4045837,Tim Hortons
USA,Pennsylvania,PA,Hallstead,-75.7398746,41.9664598,Tim Hortons
USA,Pennsylvania,PA,Hermitage,-80.4502531,41.2350954,Tim Hortons
USA,Pennsylvania,PA,Jefferson Township,-75.50556569999999,41.4088178,Tim Hortons
USA,Pennsylvania,PA,Meadville,-80.1549601,41.6309532,Tim Hortons
USA,Pennsylvania,PA,Meadville,-80.2067277,41.6215227,Tim Hortons
USA,Pennsylvania,PA,Warren,-79.1408744,41.8434623,Tim Hortons
USA,Pennsylvania,PA,Washington,-80.2442415,40.1651575,Tim Hortons
USA,Pennsylvania,PA,Wilkes Barre,-75.8536022,41.2380701,Tim Hortons
USA,West Virginia,WV,Bridgeport,-80.2305193,39.3221437,Tim Hortons
USA,West Virginia,WV,Clarksburg,-80.3845225,39.2866179,Tim Hortons
USA,West Virginia,WV,Clarksburg,-80.2855124,39.2616677,Tim Hortons
USA,West Virginia,WV,Fairmont,-80.1670384,39.4426263,Tim Hortons
USA,West Virginia,WV,Fairmont,-80.1875218,39.4289193,Tim Hortons
USA,West Virginia,WV,Morgantown,-79.93998309999999,39.65338819999999,Tim Hortons
USA,West Virginia,WV,Morgantown,-79.9235656,39.62175149999999,Tim Hortons
USA,West Virginia,WV,Morgantown,-79.923424,39.6472454,Tim Hortons
USA,West Virginia,WV,Morgantown,-80.01370399999999,39.6544365,Tim Hortons
USA,West Virginia,WV,Morgantown,-79.89889099999999,39.6483599,Tim Hortons
USA,West Virginia,WV,Morgantown,-79.96989289999999,39.6164042,Tim Hortons
USA,West Virginia,WV,Morgantown,-79.9853209,39.6309601,Tim Hortons
USA,West Virginia,WV,Parkersburg,-81.54668,39.2936156,Tim Hortons
USA,West Virginia,WV,Parkersburg,-81.55702889999999,39.2626486,Tim Hortons
USA,West Virginia,WV,Saint Albans,-81.8341981,38.3892829,Tim Hortons
USA,West Virginia,WV,Vienna,-81.486147,39.312914,Tim Hortons
USA,West Virginia,WV,Wheeling,-80.69339269999999,40.0769186,Tim Hortons
USA,Delaware,DE,Dover,-75.4684352,39.12773,Tim Hortons
USA,Maryland,MD,Aberdeen Proving Ground,-76.13897120000001,39.4754525,Tim Hortons
USA,Maryland,MD,Aberdeen Proving Ground,-76.1203982,39.4632824,Tim Hortons
USA,Virginia,VA,Norfolk,-76.2735652,36.9463,Tim Hortons
